Customer Voucher Discount,Membership ID,Sales Grouping,Sales Region,Sub-Grouping,Purchase Date,Profit Amount,Units,Revenue
0,SBM|118090,Merchandise,West,Mugs,1/11/2004,80,7,266
0.4,DKV|794243,Consoles,East,Vintage,1/12/2003,-120,2,313
0.7,ZCP|687931,Consoles,Central,PS5,1/10/2010,-51,3,39
0.1,DKS|697372,Merchandise,West,Storage Equipment,1/07/2014,311,2,1296
0.4,RPN|477146,Consoles,Central,Nintendo Switch,1/04/2002,674,8,2808
0.6,MDP|223415,Consoles,East,PS5,1/02/2018,-34,2,274
0.4,SPN|946084,Consoles,East,Nintendo Switch,1/11/2044,-21,7,1475
0.3,HMM|233892,Games,Central,Microsoft,1/07/2007,2303,7,4900
0.7,WBC|932500,Merchandise,West,Clothing,1/03/2025,15,4,133
0.5,TGT|408772,Merchandise,West,Toys,1/08/1997,13,7,38
0.8,ABB|473077,Merchandise,West,Batteries,1/07/2005,8,5,17
0.1,JFD|238272,Merchandise,Central,Decals,1/03/2006,18,3,54
0.1,AHS|983432,Games,West,Sony,1/07/2019,-8,3,113
0.3,DKC|505882,Merchandise,West,Clothing,1/09/2006,1,1,11
0.2,SMS|993182,Merchandise,East,Storage Equipment,1/06/2049,122,11,470
0.9,PWD|205172,Merchandise,East,Decals,1/03/2001,19,6,39
0.1,CAN|775661,Games,Central,Nintendo,1/08/2038,31,1,126
0.7,JDD|731765,Merchandise,East,Decals,1/01/1997,27,3,57
0.2,GZN|100378,Consoles,West,Nintendo Switch,1/01/2015,99,4,884
0.2,GMX|733420,Consoles,East,XBox,1/07/2018,-29,2,258
0.4,TBP|911628,Consoles,Central,PS5,1/11/2035,24,3,58
0.2,GZS|097101,Merchandise,East,Storage Equipment,1/09/2045,12,3,46
0.7,JMP|006667,Consoles,East,PS5,1/02/2039,7,4,20
0.5,FMM|636364,Merchandise,West,Mugs,1/11/2013,5,3,15
0.3,EMN|841667,Games,West,Nintendo,1/02/2039,1,2,8
0.1,SPT|462500,Merchandise,East,Toys,1/03/2025,-3,3,5
0.4,BTM|767380,Games,Central,Microsoft,1/03/2015,-200,5,999
0.7,NCT|957143,Merchandise,Central,Toys,1/09/2047,-8,1,5
0.6,KTS|732813,Merchandise,West,Storage Equipment,1/01/2001,4,4,43
0.7,BFV|409314,Consoles,West,Vintage,1/09/2009,15,2,136
0.3,MEN|428184,Games,Central,Nintendo,1/07/2049,61,8,813
0.8,BSN|868473,Consoles,East,Nintendo Switch,1/12/2022,177,7,887
0.8,MFD|373913,Merchandise,Central,Decals,1/04/2009,6,3,16
0.2,GTT|365556,Merchandise,West,Toys,1/11/2029,19,3,60
0.2,BDM|142857,Merchandise,East,Mugs,1/08/2004,0,2,5
0.4,BSS|006787,Merchandise,West,Storage Equipment,1/11/1998,54,7,777
0.5,RDP|893750,Consoles,West,PS5,1/11/1995,15,5,53
0.1,EJS|900827,Games,West,Sony,1/03/2002,441,8,1049
0.6,JHC|269872,Merchandise,West,Clothing,1/11/2005,36,4,104
0.6,CKC|047126,Merchandise,West,Clothing,1/11/2046,16,4,58
0.9,MPT|606667,Merchandise,West,Toys,1/02/2039,7,4,20
0.2,SBN|698148,Games,West,Nintendo,1/03/2002,9,3,72
0.5,AJC|117647,Merchandise,West,Clothing,1/06/2037,15,4,45
0.5,RBD|753846,Merchandise,Central,Decals,1/09/2003,3,2,8
0.5,NFV|981393,Consoles,South,Vintage,1/04/2016,75,6,1256
0.3,MSM|364286,Merchandise,Central,Mugs,1/05/2007,1,2,9
0.7,AHS|187500,Merchandise,West,Shoes,1/03/2025,5,4,16
0,DKD|369427,Merchandise,Central,Decals,1/02/2019,50,1,105
0.2,SBD|870588,Merchandise,South,Decals,1/07/2032,22,7,45
0.6,JET|889796,Merchandise,Central,Toys,1/08/1999,16,8,33
0.5,ART|718750,Merchandise,Central,Toys,1/11/1995,5,5,11
0.3,HPC|263107,Merchandise,Central,Clothing,1/12/2045,-124,5,69
0.1,MST|957143,Merchandise,West,Toys,1/09/2047,-3,7,4
0.7,END|668182,Merchandise,East,Decals,1/06/2049,7,3,15
0.3,RBM|709091,Merchandise,West,Mugs,1/04/2045,3,3,7
0.4,PVP|069231,Consoles,West,PS5,1/12/2002,4,3,9
0.3,DpP|561111,Consoles,South,PS5,1/11/2003,1,2,12
0.4,FHS|789189,Merchandise,Central,Storage Equipment,1/09/2049,2,2,25
0,TGM|452603,Games,West,Microsoft,1/10/2033,450,2,1000
0.9,PFS|527419,Games,West,Sony,1/06/2018,29,5,83
0.4,RAS|270621,Merchandise,South,Storage Equipment,1/04/2035,34,5,118
0.5,NSM|676471,Merchandise,East,Mugs,1/10/2022,5,7,11
0.9,MFD|481019,Merchandise,East,Decals,1/03/2008,69,3,144
0.7,CTF|302158,Merchandise,Central,Furniture,1/10/2001,-35,2,185
0.2,CBP|818889,Consoles,West,PS5,1/04/2007,22,7,60
0.7,JFS|440909,Merchandise,South,Shoes,1/12/2008,7,3,15
0.8,ASX|532180,Consoles,West,XBox,1/05/2049,78,3,1293
0.3,JED|267568,Merchandise,West,Decals,1/11/2030,23,4,49
0.2,JLP|690909,Consoles,East,PS5,1/12/2008,149,5,397
0.4,TBT|028571,Merchandise,East,Toys,1/02/2031,4,2,10
0.8,REC|959722,Merchandise,East,Clothing,1/07/2043,6,5,48
0.8,AGS|355168,Merchandise,South,Storage Equipment,1/05/2001,-6,4,517
0.2,SCP|931707,Consoles,South,PS5,1/05/2042,12,2,28
0.1,NHC|016667,Merchandise,South,Clothing,1/02/2039,361,7,1246
0.5,CSP|088235,Merchandise,South,Peripherals,1/04/2003,5,2,11
0.6,KMP|336318,Consoles,West,PS5,1/01/2010,36,9,134
0.5,NCS|292308,Merchandise,Central,Shoes,1/03/2009,3,3,9
0.9,CYP|374006,Consoles,West,PS5,1/09/2008,47,4,622
0.9,MDS|962069,Games,East,Sony,1/11/2005,17,2,58
0.6,RWC|487912,Merchandise,West,Clothing,1/03/2009,14,2,61
0,MSD|968992,Merchandise,Central,Decals,1/10/2015,40,7,86
0.5,AMD|781250,Merchandise,West,Decals,1/07/2004,5,2,11
0.2,HLP|951724,Consoles,South,PS5,1/09/2043,12,4,39
0.5,PVS|813480,Merchandise,West,Storage Equipment,1/07/2023,205,7,1575
0.6,GMS|105063,Merchandise,Central,Storage Equipment,1/02/2006,14,7,158
0.7,SBS|046154,Games,Central,Sony,1/12/2001,-5,3,44
0.5,RAS|327778,Merchandise,Central,Storage Equipment,1/02/1998,3,3,24
0.3,FOF|152941,Merchandise,Central,Furniture,1/08/2011,1,1,11
0,RSD|470684,Merchandise,West,Decals,1/07/2040,100,5,205
0.9,AHP|625926,Merchandise,South,Peripherals,1/05/2010,9,3,18
0.3,JES|866667,Merchandise,Central,Shoes,1/02/2039,1,1,2
0.6,APM|478947,Merchandise,West,Mugs,1/02/2012,6,3,12
0.2,TBN|096203,Games,East,Nintendo,1/08/2000,-37,4,158
0.9,JCN|247443,Games,Central,Nintendo,1/06/2020,47,3,470
0,NHP|063043,Consoles,Central,PS5,1/02/2043,80,3,307
0.8,MPD|816667,Merchandise,East,Decals,1/02/2039,6,2,16
0,HAC|552632,Merchandise,East,Clothing,1/03/2036,130,5,393
0.9,DpT|239024,Merchandise,South,Toys,1/11/2007,-22,3,27
0.5,LWD|673497,Merchandise,West,Decals,1/12/2024,115,5,245
0.9,CAD|568127,Merchandise,East,Decals,1/03/2003,117,4,336
0.8,LCF|769014,Merchandise,West,Furniture,1/09/2041,6,7,47
0.9,BSP|610526,Consoles,Central,PS5,1/05/2027,-33,3,25
0.8,DMM|238462,Merchandise,Central,Mugs,1/01/2022,8,1,26
0.7,YCD|258333,Merchandise,West,Decals,1/04/2011,7,5,16
0.7,SMD|479730,Merchandise,East,Decals,1/03/2044,15,2,50
0.6,CSD|847368,Merchandise,West,Decals,1/03/2014,6,3,13
0.6,PSM|642105,Games,East,Microsoft,1/11/2045,-18,1,13
0.5,MTS|102273,Merchandise,West,Shoes,1/04/2006,15,2,30
0.1,TSC|474236,Merchandise,West,Clothing,1/05/2003,41,3,153
0.5,JLX|497843,Consoles,East,XBox,1/06/2003,43,12,681
0.5,AJM|751724,Merchandise,South,Mugs,1/09/2043,3,4,19
0.8,NPP|204286,Consoles,East,PS5,1/05/2007,18,3,47
0.6,VPS|728571,Games,South,Sony,1/02/2031,4,2,19
0.5,HRS|767857,Merchandise,Central,Storage Equipment,1/08/2004,5,2,19
0.6,NSC|217931,Merchandise,East,Clothing,1/10/2010,24,4,387
0.4,JHS|586232,Merchandise,Central,Storage Equipment,1/01/2003,4,1,92
0.2,MGV|454233,Consoles,Central,Vintage,1/02/2003,-526,7,796
0.8,STN|988889,Games,East,Nintendo,1/04/2007,-14,2,24
0.3,FPS|358333,Games,East,Sony,1/04/2011,3,4,8
0.5,LDN|424870,Games,Central,Nintendo,1/09/2005,75,2,258
0.6,RWS|670423,Games,Central,Sony,1/10/2018,16,7,48
0.3,HJF|118919,Merchandise,West,Furniture,1/10/2009,13,5,50
0.2,CBD|961871,Merchandise,East,Decals,1/10/2005,42,3,93
0.9,BFS|425806,Merchandise,East,Shoes,1/06/2000,7,7,21
0.8,RBP|317706,Consoles,East,PS5,1/04/2042,76,6,1007
0.9,APS|304478,Games,West,Sony,1/05/2023,9,5,45
0.2,MCD|524324,Merchandise,South,Decals,1/07/2010,9,4,24
0.3,BDD|401863,Merchandise,Central,Decals,1/02/2005,101,13,322
0.7,DRS|357143,Merchandise,South,Shoes,1/09/2047,5,6,14
0.5,EPT|364912,Merchandise,South,Toys,1/03/2009,-27,5,38
0.9,RBP|324242,Merchandise,South,Peripherals,1/11/2003,7,1,22
0.1,NPS|323544,Games,West,Sony,1/11/2028,81,9,539
0.1,TBS|610256,Games,West,Sony,1/12/2004,-18,10,104
0.5,JMS|326597,Merchandise,South,Storage Equipment,1/04/2033,215,5,826
0.6,ZCP|336842,Merchandise,West,Peripherals,1/05/2003,4,1,13
0.1,SHP|873585,Consoles,West,PS5,1/04/2032,31,12,71
0.9,KLP|071178,Consoles,East,PS5,1/04/2049,-27,6,533
0.9,PFN|107962,Games,East,Nintendo,1/05/2013,59,3,210
0.6,CMP|619231,Consoles,West,PS5,1/12/2002,6,2,17
0.1,RMP|866667,Merchandise,East,Peripherals,1/02/2039,1,1,2
0.3,RAN|144444,Games,South,Nintendo,1/07/2020,1,2,12
0.5,JPP|358333,Merchandise,South,Peripherals,1/04/2011,3,1,8
0.9,BSP|664463,Consoles,West,PS5,1/02/2022,29,4,81
0.8,RFN|109091,Games,South,Nintendo,1/04/2045,8,4,30
0.6,MTT|608621,Merchandise,Central,Toys,1/04/2035,36,2,78
0.3,DJP|295833,Consoles,South,PS5,1/09/2002,1,1,16
0.5,KDP|350482,Consoles,West,PS5,1/09/2023,25,5,207
0.1,PPT|193846,Merchandise,Central,Toys,1/09/2003,21,7,43
0.4,CPS|480488,Merchandise,Central,Storage Equipment,1/03/2024,2,2,27
0.6,NSS|216156,Games,West,Sony,1/11/2001,86,3,240
0.7,RWS|593706,Merchandise,Central,Storage Equipment,1/04/2042,17,3,286
0.8,SVN|989172,Games,East,Nintendo,1/03/2001,28,3,105
0.5,MLS|569191,Games,East,Sony,1/10/2049,105,9,255
0.3,BMT|366667,Merchandise,East,Toys,1/02/2039,1,1,2
0.9,BPP|493750,Consoles,Central,PS5,1/11/1995,-13,3,32
0,AGN|822222,Games,Central,Nintendo,1/03/2002,0,3,30
0.5,EHS|563107,Games,West,Sony,1/12/2045,25,7,68
0.2,SCT|689051,Merchandise,West,Toys,1/08/2006,29,5,92
0.8,DJN|853027,Games,West,Nintendo,1/05/2042,36,4,320
0.7,DST|071429,Merchandise,West,Toys,1/04/2019,5,6,14
0.2,NRN|463576,Games,South,Nintendo,1/07/2031,50,5,504
0.3,SND|213529,Merchandise,West,Decals,1/08/2027,53,3,114
0.8,CWM|343810,Merchandise,Central,Mugs,1/10/2000,6,2,70
0.1,KMM|933333,Merchandise,South,Mugs,1/04/2011,1,2,4
0.6,SMS|587879,Games,East,Sony,1/06/2006,4,4,22
0.6,DCX|795787,Consoles,East,XBox,1/11/1998,-241,3,301
0.3,NPT|818182,Merchandise,South,Toys,1/06/2049,-5,5,7
0.2,LBP|993750,Consoles,West,PS5,1/11/1995,2,2,32
0.3,OTC|792857,Merchandise,East,Clothing,1/08/2004,1,3,9
0.7,APD|478261,Merchandise,West,Decals,1/04/2005,5,3,16
0.3,ABM|545185,Merchandise,East,Mugs,1/07/2000,21,3,90
0.8,BTP|296552,Consoles,South,PS5,1/07/2029,6,3,19
0.5,RCB|937500,Merchandise,South,Batteries,1/03/2025,5,3,11
0.5,TBS|903093,Merchandise,South,Storage Equipment,1/05/2045,-23,3,130
0.4,RDS|461635,Merchandise,South,Storage Equipment,1/06/2036,4,7,106
0.8,KAX|425104,Consoles,East,XBox,1/04/2004,-16,2,322
0.5,RPC|604478,Merchandise,West,Clothing,1/05/2023,35,4,134
0.3,MDF|549351,Merchandise,West,Furniture,1/10/2012,13,5,51
0.7,JKN|733407,Consoles,West,Nintendo Switch,1/06/2017,45,5,604
0.5,LFP|911917,Consoles,West,PS5,1/08/2009,15,2,129
0,MSS|590909,Merchandise,Central,Storage Equipment,1/12/2008,10,3,37
0.9,TBT|285185,Merchandise,West,Toys,1/07/2000,7,6,18
0.9,DBP|199749,Consoles,Central,PS5,1/10/1995,-293,6,266
0.2,CRS|632174,Merchandise,Central,Storage Equipment,1/01/2001,-49,3,230
0.4,RDP|734328,Consoles,East,PS5,1/11/2010,24,6,89
0.7,DKD|171122,Merchandise,East,Decals,1/09/2046,137,5,280
0.4,CLN|484061,Consoles,Central,Nintendo Switch,1/03/2006,524,6,1806
0.3,CSD|683333,Merchandise,East,Decals,1/04/2011,1,1,4
0.7,SVN|808357,Games,South,Nintendo,1/04/2013,67,3,240
0.9,RBS|247059,Games,South,Sony,1/04/2006,77,7,409
0.8,SHP|254167,Merchandise,Central,Peripherals,1/09/2048,6,2,16
0.2,SHT|317949,Merchandise,East,Toys,1/04/2012,9,6,26
0.5,BWT|686667,Merchandise,East,Toys,1/02/2039,3,2,10
0.4,PGN|532075,Games,Central,Nintendo,1/08/2005,12,2,35
0.7,TSP|073203,Consoles,East,PS5,1/08/2000,27,1,102
0,ATB|277778,Merchandise,West,Batteries,1/02/1998,0,3,6
0.8,ABS|436439,Games,East,Sony,1/02/2020,178,3,480
0.9,BDD|679310,Merchandise,Central,Decals,1/05/2009,7,4,19
0.9,WBD|375862,Merchandise,West,Decals,1/01/2005,9,3,19
0.1,AAC|912868,Merchandise,Central,Clothing,1/07/2005,91,3,363
0.2,EBP|196262,Consoles,East,PS5,1/05/2005,10,5,71
0.1,JMM|933333,Merchandise,West,Mugs,1/04/2011,1,3,4
0.9,RLN|843243,Games,Central,Nintendo,1/12/2003,17,2,148
0,MEM|842593,Merchandise,West,Mugs,1/12/2032,10,2,36
0.1,KMD|032353,Merchandise,West,Decals,1/12/2012,11,3,23
0.5,CCP|586957,Consoles,East,PS5,1/12/2012,65,3,323
0.3,NRC|887500,Merchandise,South,Clothing,1/03/2025,1,2,5
0.3,JHP|165641,Consoles,South,PS5,1/12/2036,13,3,130
0.2,VPP|558730,Consoles,West,PS5,1/03/2044,12,6,42
0.2,JBP|627523,Consoles,East,PS5,1/02/2027,19,4,73
0.7,AWP|552174,Merchandise,Central,Peripherals,1/01/2049,7,2,15
0.3,KDN|019175,Games,East,Nintendo,1/02/2049,143,2,550
0.1,DPP|356701,Consoles,Central,PS5,1/11/2041,-44,5,65
0.7,BMP|421839,Merchandise,Central,Peripherals,1/03/2003,27,7,58
0.2,BHM|472727,Merchandise,West,Mugs,1/12/2043,2,4,7
0.8,MVN|412365,Games,South,Nintendo,1/12/2013,86,9,864
0.5,CSP|151316,Merchandise,South,Peripherals,1/11/2009,25,3,51
0,HKV|442953,Consoles,West,Vintage,1/08/2012,160,2,696
0.5,BMS|969709,Games,East,Sony,1/07/2042,355,3,827
0.8,ESD|733333,Merchandise,East,Decals,1/04/2011,18,2,38
0.9,CJS|028333,Games,Central,Sony,1/04/2011,7,1,40
0,DCF|571429,Merchandise,Central,Furniture,1/04/2019,0,2,4
0.9,JFD|186207,Merchandise,West,Decals,1/12/2000,9,3,19
0.2,JGN|572152,Games,South,Nintendo,1/01/2002,9,2,106
0.1,TPN|204004,Consoles,West,Nintendo Switch,1/10/2008,-98,3,650
0.2,DpS|093939,Merchandise,Central,Shoes,1/06/2011,22,3,44
0.2,TBS|112500,Merchandise,East,Storage Equipment,1/03/2025,2,1,16
0.7,KTV|646563,Consoles,Central,Vintage,1/06/2030,-34,5,301
0.1,DWN|750105,Consoles,Central,Nintendo Switch,1/11/2045,-77,5,318
0.6,PFN|823900,Games,West,Nintendo,1/03/2008,34,2,456
0.5,PJV|676712,Consoles,West,Vintage,1/10/2042,-13,1,146
0.5,SOP|635294,Consoles,West,PS5,1/01/2008,3,3,12
0.4,NMV|380537,Consoles,West,Vintage,1/04/2028,2,1,100
0.7,BFN|955696,Games,West,Nintendo,1/06/2041,5,1,53
0.5,TTT|936364,Merchandise,West,Toys,1/11/2013,3,2,7
0.6,TBN|441667,Games,South,Nintendo,1/02/2039,16,2,56
0.7,AHF|528571,Merchandise,Central,Furniture,1/02/2031,-5,3,23
0.8,MCN|687419,Consoles,South,Nintendo Switch,1/06/2018,26,3,207
0,JEM|379479,Games,South,Microsoft,1/06/2023,1440,5,3000
0,ACS|228175,Games,East,Sony,1/12/2000,40,3,168
0.9,JGD|181481,Merchandise,South,Decals,1/08/2023,9,3,18
0.6,RAM|644615,Merchandise,West,Mugs,1/10/2034,4,3,43
0.7,DKS|306219,Merchandise,West,Storage Equipment,1/12/2001,7,5,677
0.9,CLM|336704,Games,West,Microsoft,1/02/2042,287,6,2549
0.3,PWN|446959,Games,East,Nintendo,1/02/2013,53,3,198
0.5,BBM|308550,Merchandise,West,Mugs,1/05/2029,45,5,180
0.9,FCC|602116,Merchandise,West,Clothing,1/06/2046,459,5,1641
0.2,IMF|018182,Merchandise,South,Furniture,1/06/2049,2,1,7
0.4,BNS|878261,Games,South,Sony,1/04/2005,2,1,15
0.5,GZV|979809,Consoles,Central,Vintage,1/09/2000,42,2,489
0.4,AHV|870755,Consoles,West,Vintage,1/04/1996,-2,2,71
0.7,PSP|773438,Consoles,East,PS5,1/01/2020,5,8,128
0.3,SPN|908775,Consoles,East,Nintendo Switch,1/11/1997,0,9,1537
0.3,BTP|856140,Consoles,West,PS5,1/07/2002,13,3,38
0.9,BTN|870646,Games,West,Nintendo,1/05/2037,67,8,890
0.4,BFS|466667,Merchandise,South,Shoes,1/02/2039,2,3,6
0.5,SPS|419608,Merchandise,Central,Storage Equipment,1/03/2034,-13,4,102
0.8,DCS|448603,Games,Central,Sony,1/10/2033,48,4,120
0.9,RRC|356712,Merchandise,East,Clothing,1/10/2042,27,5,244
0.3,NPM|811765,Merchandise,West,Mugs,1/01/1997,3,4,12
0.8,AGT|436207,Merchandise,South,Toys,1/12/2000,18,7,39
0.9,JCP|664078,Consoles,East,PS5,1/08/2044,29,11,69
0.2,ABD|742857,Merchandise,Central,Decals,1/08/2004,2,1,4
0.2,KHT|776087,Merchandise,Central,Toys,1/01/2005,-53,8,31
0.3,LBV|920465,Consoles,West,Vintage,1/04/2022,63,1,287
0.6,MAD|317647,Merchandise,East,Decals,1/06/2037,4,3,11
0.3,JBN|587218,Games,West,Nintendo,1/11/2001,11,3,89
0.6,CKT|710169,Merchandise,East,Toys,1/10/2048,14,3,40
0.3,RMP|021053,Consoles,West,PS5,1/07/2006,73,5,216
0.2,JPP|058261,Consoles,South,PS5,1/04/2005,32,4,77
0.6,JES|867822,Merchandise,East,Storage Equipment,1/10/2001,16,5,270
0.6,MCP|161290,Consoles,Central,PS5,1/09/2007,-20,2,42
0.8,JGT|462857,Merchandise,East,Toys,1/08/2004,26,4,70
0.9,DBT|804762,Merchandise,Central,Toys,1/10/1996,-21,9,14
0.2,RLS|602273,Merchandise,Central,Shoes,1/04/2006,10,5,29
0.3,NZN|282945,Consoles,West,Nintendo Switch,1/12/2011,41,3,544
0.3,DHN|483333,Games,West,Nintendo,1/04/2011,1,2,16
0.2,RDN|957187,Consoles,West,Nintendo Switch,1/08/2049,0,3,218
0.4,RCP|171429,Merchandise,East,Peripherals,1/04/2019,2,2,5
0.3,CJX|781474,Consoles,Central,XBox,1/01/2023,-30,5,1023
0.2,SJD|633333,Merchandise,East,Decals,1/04/2011,12,4,26
0.3,MKD|119149,Merchandise,South,Decals,1/12/2047,11,6,31
0.6,AIN|706154,Games,West,Nintendo,1/12/2001,4,5,44
0.5,ARS|927577,Games,South,Sony,1/08/2031,105,6,240
0.2,KHN|141883,Games,South,Nintendo,1/10/2006,110,9,979
0.5,MGD|023077,Merchandise,East,Decals,1/07/2005,3,2,8
0.9,BWS|260905,Merchandise,East,Storage Equipment,1/08/2008,-77,3,325
0.2,RLN|992300,Games,Central,Nintendo,1/07/2008,49,4,659
0.7,NST|018333,Merchandise,South,Toys,1/04/2011,-29,7,40
0.8,TAN|613050,Games,East,Nintendo,1/06/2043,648,8,2400
0.9,AJV|471818,Consoles,East,Vintage,1/06/2001,-735,8,1422
0.9,SCP|784848,Consoles,East,PS5,1/11/2003,9,6,22
0.7,RDS|023288,Merchandise,West,Storage Equipment,1/07/2007,7,3,49
0.8,LOP|066667,Consoles,Central,PS5,1/02/2039,-2,3,8
0.7,CRP|355721,Merchandise,East,Peripherals,1/06/2043,45,2,134
0.2,SJN|774854,Consoles,West,Nintendo Switch,1/05/2004,10,2,114
0.3,EPS|305333,Games,Central,Sony,1/04/2011,43,2,100
0.3,NSV|779583,Consoles,West,Vintage,1/02/2032,11,5,448
0.7,RWN|867500,Consoles,Central,Nintendo Switch,1/03/2025,7,1,27
0.6,SMS|119795,Merchandise,East,Storage Equipment,1/07/1999,-44,5,196
0.9,NRT|953277,Merchandise,East,Toys,1/08/2006,149,1,316
0.3,BMS|369444,Games,East,Sony,1/07/2020,1,2,48
0.4,JPV|078010,Consoles,Central,Vintage,1/07/2041,-31,1,128
0.8,BFS|510248,Games,West,Sony,1/05/2004,88,5,215
0.6,MSF|127273,Merchandise,East,Furniture,1/04/2006,-64,3,286
0.8,KDT|573182,Merchandise,East,Toys,1/06/2049,46,8,147
0.2,THP|830189,Consoles,East,PS5,1/09/2049,10,7,35
0,NMS|776204,Games,West,Sony,1/09/2000,660,5,1650
0.8,KBD|960870,Merchandise,South,Decals,1/09/2005,6,3,16
0.5,SCS|786382,Games,Central,Sony,1/05/2015,175,5,500
0.6,EAT|226471,Merchandise,East,Toys,1/10/2022,-18,3,22
0.2,JAC|844149,Merchandise,Central,Clothing,1/12/2047,71,4,377
0.3,DMM|773333,Merchandise,Central,Mugs,1/04/2011,1,3,10
0.9,HAT|655556,Merchandise,Central,Toys,1/11/2029,-11,7,6
0.8,RBS|182143,Merchandise,South,Shoes,1/09/2047,6,8,18
0,DHF|318182,Merchandise,West,Furniture,1/06/2049,0,2,7
0.7,HFS|070455,Merchandise,East,Shoes,1/06/2021,27,8,58
0,BMC|104869,Merchandise,West,Clothing,1/08/2005,100,7,357
0.4,JKD|263636,Merchandise,West,Decals,1/07/2036,4,2,7
0.5,TPC|873585,Merchandise,West,Clothing,1/04/2032,3,1,35
0.6,ABS|544030,Games,West,Sony,1/08/2007,4,2,90
0.6,CDT|258824,Merchandise,East,Toys,1/12/2001,4,1,11
0.3,NMS|811111,Merchandise,East,Shoes,1/11/2003,3,2,6
0,CAT|741935,Merchandise,East,Toys,1/02/2011,10,2,21
0.2,AYN|659016,Consoles,West,Nintendo Switch,1/10/2041,9,2,82
0.4,MBN|844190,Consoles,East,Nintendo Switch,1/05/2000,73,2,408
0.2,NCT|551282,Merchandise,West,Toys,1/01/2007,10,3,26
0.7,ZCN|076603,Games,South,Nintendo,1/10/2033,85,5,1364
0.2,CDC|002460,Merchandise,Central,Clothing,1/11/2021,252,3,869
0.5,RWC|637255,Merchandise,Central,Clothing,1/11/2004,15,3,34
0.9,AHT|928125,Merchandise,East,Toys,1/04/2003,7,5,21
0.2,CVP|429487,Consoles,East,PS5,1/02/2024,10,2,52
0.3,MGP|715049,Merchandise,East,Peripherals,1/09/2006,63,9,137
0.7,MPM|256667,Merchandise,East,Mugs,1/02/2039,7,5,20
0.3,KEN|443529,Consoles,South,Nintendo Switch,1/08/2027,11,3,170
0.3,FHS|547654,Merchandise,West,Storage Equipment,1/01/2038,3,2,271
0.6,RDM|775758,Merchandise,West,Mugs,1/07/1996,6,8,22
0.5,AJP|321459,Consoles,South,PS5,1/10/2021,23,2,311
0.3,EGN|285139,Consoles,East,Nintendo Switch,1/07/2047,-59,4,216
0.2,DLP|023158,Consoles,East,PS5,1/10/2001,29,6,127
0.1,JSS|712903,Merchandise,Central,Storage Equipment,1/06/2008,1,7,21
0.6,KDM|655952,Merchandise,South,Mugs,1/07/2012,16,2,56
0.4,SCS|453846,Merchandise,West,Shoes,1/09/2003,4,3,9
0.4,RHN|512557,Consoles,East,Nintendo Switch,1/12/2029,244,4,872
0.9,EHD|137705,Merchandise,East,Decals,1/03/2042,219,8,448
0.8,MAS|389286,Merchandise,Central,Shoes,1/05/2007,18,3,38
0.9,SRN|750644,Consoles,East,Nintendo Switch,1/03/2037,-36,2,155
0.5,BFN|210600,Games,West,Nintendo,1/07/2033,33,3,334
0.5,HAB|268750,Merchandise,Central,Batteries,1/11/1995,3,4,11
0.8,JWC|126371,Merchandise,South,Clothing,1/06/2014,156,4,962
0.6,ESN|457325,Consoles,South,Nintendo Switch,1/08/2010,-24,2,210
0.7,RBN|952893,Consoles,East,Nintendo Switch,1/08/2007,-94,5,658
0.2,BBS|836250,Games,Central,Sony,1/07/2004,62,8,160
0.1,BTS|354954,Merchandise,West,Storage Equipment,1/09/2012,81,3,580
0.3,NFP|492593,Consoles,East,PS5,1/12/2032,23,2,108
0.3,DAD|471429,Merchandise,East,Decals,1/04/2019,11,4,33
0.2,MHD|523684,Merchandise,South,Decals,1/07/2040,9,6,25
0.9,IMP|844444,Consoles,West,PS5,1/07/2020,9,3,24
0.6,RHD|715789,Merchandise,West,Decals,1/01/1999,6,2,13
0.6,AFN|119149,Games,East,Nintendo,1/12/2047,86,5,345
0.6,CDS|852756,Merchandise,West,Storage Equipment,1/05/1996,46,6,170
0.4,EHT|064286,Merchandise,South,Toys,1/05/2007,4,3,10
0.4,TSN|346565,Games,East,Nintendo,1/08/2030,44,4,88
0.5,JGP|929915,Consoles,South,PS5,1/06/2009,13,3,78
0.7,KBS|203390,Merchandise,East,Storage Equipment,1/01/2016,-25,2,118
0.6,CJB|755556,Merchandise,West,Batteries,1/11/2029,6,8,12
0.2,BVN|644194,Games,Central,Nintendo,1/03/2000,52,3,207
0.3,MAM|983333,Merchandise,West,Mugs,1/04/2011,3,2,8
0.1,HJD|162195,Merchandise,West,Decals,1/12/2049,18,3,55
0.2,RSM|457143,Merchandise,East,Mugs,1/09/2047,2,2,5
0.4,MYT|491667,Merchandise,East,Toys,1/02/2039,4,4,8
0.3,NSB|371429,Merchandise,Central,Batteries,1/04/2019,1,3,4
0.4,TBV|758470,Consoles,East,Vintage,1/09/2022,21,1,245
0.1,CSP|985714,Consoles,East,PS5,1/12/2042,11,2,42
0.5,CAP|515300,Consoles,West,PS5,1/07/2008,115,9,546
0.2,EHT|034884,Merchandise,East,Toys,1/11/2006,10,3,29
0.4,RSS|427394,Games,East,Sony,1/05/2016,114,3,300
0.6,SCD|505263,Merchandise,West,Decals,1/06/2005,6,2,13
0,SNC|403614,Merchandise,East,Clothing,1/09/2034,30,4,111
0.9,AIC|586667,Merchandise,West,Clothing,1/02/2039,39,4,130
